park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
Prospect Park,7.0,Class IV : Highly Developed,Dirt,Wavy,3: Moderate and rough,2025.0,Fallkill Trail,B073,No,"MULTILINESTRING ((-73.97172061781664 40.661628424238096, -73.97172260314817 40.66162877052446, -73.9717261114057 40.66162954312933, -73.97173182715879 40.66163102318196, -73.9717355103026 40.661632101104594, -73.97173948663496 40.66163336910809, -73.97174385664448 40.661634891153746, -73.97174836610995 40.66163661044659, -73.9717534146425 40.66163873060141, -73.9717584110565 40.66164105696143, -73.9717631106081 40.6616434922109, -73.97176755703933 40.6616460642765, -73.97177139804533 40.66164855784845, -73.9717748665309 40.6616511026583, -73.97177758422109 40.66165337532787, -73.97177991641448 40.66165562448941, -73.97178347171901 40.66165979925488, -73.97178655629018 40.66166417291892, -73.97178893738831 40.661668224926025, -73.97179100505089 40.66167242724244, -73.97179278175288 40.661676763664374, -73.97179428287826 40.661681208080715, -73.97179552972294 40.661685736182655, -73.97179653175712 40.66169032455919, -73.971797301997 40.661694953402105, -73.97179787107007 40.66169990277955, -73.97179818352838 40.66170486199971, -73.97179823465017 40.66170981125015, -73.97179801498302 40.66171473161766, -73.97179751152653 40.66171960508871, -73.97179670891464 40.661724415450315, -73.97179559532633 40.66172915189331, -73.97179416603069 40.66173381621757, -73.9717923038265 40.661738715470385, -73.97179011289019 40.661743582223984, -73.97178764998117 40.66174842189538, -73.97177687964624 40.66176745616896, -73.97177448304139 40.661772097742734, -73.97177241403561 40.661776653847774, -73.97177075660451 40.661781088484005, -73.9717695592525 40.66178535393616, -73.9717688231793 40.66178940968112, -73.97176849753436 40.661793259308574, -73.97176849721718 40.66179680284031, -73.97176872628444 40.661800413066565, -73.97176987096019 40.661811642786354, -73.97177005025571 40.66181550154287, -73.97176999533905 40.66181952413588, -73.97176964590261 40.66182370604806, -73.97176896411685 40.66182801935402, -73.97176793226112 40.66183242262569, -73.97176654562081 40.66183687894071, -73.97176481367103 40.66184135318134, -73.97176275534954 40.661845804828864, -73.97176038366915 40.66185022217983, -73.97175771283055 40.66185458092371, -73.97175474757267 40.66185886034982, -73.97175083612127 40.66186351956139, -73.97174820382232 40.661866226767536, -73.9717452924314 40.661868962721606, -73.97174192214092 40.66187187236253, -73.971738330738 40.661874727918054, -73.9717344732719 40.6618775626962, -73.97173050707053 40.66188025876798, -73.97172678343583 40.661882610001506, -73.97172308589275 40.66188478203857, -73.97171959777098 40.66188669027568, -73.97171284997331 40.661889997113576, -73.971709780716 40.66189132642137, -73.9717054732066 40.66189296610273, -73.9717033242507 40.66189362385155, -73.97170262769785 40.66189370922924))"
Prospect Park,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97247283337354 40.65852895228488, -73.972466485591 40.65854954738321, -73.97246089018348 40.658569366415904, -73.97245894065034 40.65857703925176, -73.97245761507051 40.65858280944524, -73.97245558159939 40.65859329997766, -73.97245476355634 40.65859845884181, -73.97245408267966 40.65860362134087, -73.97245354842848 40.65860878927817, -73.9724531596237 40.658613954548706, -73.9724527686706 40.65862432210359, -73.97245277028544 40.6586347293752, -73.97245344313082 40.65866047170597, -73.97245357382644 40.65867041884442, -73.97245339248882 40.65868002101025, -73.97245273818062 40.65868956723077, -73.97245218991434 40.658694310120765, -73.97245144171224 40.65869928529615, -73.97245052441774 40.65870425322691, -73.97244945576657 40.65870921751937, -73.97244696726922 40.65871913791542, -73.97244141677014 40.65873897136578, -73.97243881001492 40.65874890884313, -73.97243649516763 40.65875924621973, -73.97243547719022 40.658764624761794, -73.97243457509144 40.65877001503837, -73.97243347930105 40.65877769528235, -73.97243226393962 40.65878857503336, -73.97243045679701 40.65880933961384, -73.9724289879278 40.65882990255963))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Wavy,2: Slightly uneven,2025.0,Ravine Loop,B073,No,"MULTILINESTRING ((-73.96831192982854 40.664262302162555, -73.96864945980066 40.66442437137425))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97170062343095 40.65774009684262, -73.97173162536146 40.657737300256606, -73.97175461353451 40.65773491593242, -73.97176784602006 40.65773331536068, -73.97177494242402 40.657732326533804, -73.97178853697847 40.657730170429666, -73.97179544783117 40.65772895282473, -73.97180922113535 40.65772632669226, -73.97182294131233 40.65772349972987, -73.97183660952685 40.65772051336161, -73.97185698544887 40.6577157339032, -73.97187044691925 40.657712295420986, -73.97187712743889 40.6577104816127, -73.97189052168947 40.65770660906257, -73.97189717628748 40.65770457281916, -73.97191039450175 40.65770033551445, -73.97193001091057 40.657693597233624, -73.97194291834971 40.65768884205217, -73.97194931061787 40.657686375294716, -73.97196152402192 40.65768144073904, -73.97197979760652 40.65767358818313, -73.97200203101079 40.65766352491902, -73.97203899495001 40.6576464700181))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Lullwater Trail,B073,No,"MULTILINESTRING ((-73.96853202298959 40.659303324351164, -73.96852835600221 40.65930597987199, -73.96851644686113 40.65931399031033, -73.96850443255339 40.65932183502363, -73.96848646859128 40.65933327657023, -73.96846985677226 40.65934354060887, -73.96840840837424 40.65938100865329, -73.96838070859137 40.659398059528485, -73.96825527810896 40.65947654372536))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97154533117087 40.6580977392827, -73.97156962204434 40.65809379202075, -73.97158499538676 40.65809100781971, -73.97159286540727 40.65808945997431, -73.97160362571572 40.65808715280582, -73.9716123414421 40.65808504504644, -73.97161899008468 40.65808321863815, -73.9716251184418 40.65808138489699, -73.97163722866996 40.65807738418634, -73.97164918059876 40.65807302232824, -73.97166099310469 40.65806840018516, -73.97167848616421 40.6580610995019, -73.97168999260163 40.658056015315424, -73.97170175578744 40.658050569183175, -73.97171378517693 40.65804477101321, -73.97174365476802 40.6580300323931, -73.97175570421145 40.65802433057894, -73.97176178918907 40.65802159630309, -73.97176792969707 40.65801896920204, -73.97177413518565 40.658016471791, -73.9717804162899 40.65801412118244, -73.97178660034038 40.65801198487267, -73.97179287892875 40.65800998906639, -73.97179924851196 40.65800812385704, -73.97180576113163 40.65800635863972, -73.97181244635688 40.65800467631185, -73.97181953715665 40.65800302470051, -73.97183554455435 40.65799957333842, -73.97185284440913 40.6579960817671, -73.97187903475404 40.657991002955015))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96646081611203 40.66735996642944, -73.96653990988372 40.667321980491444, -73.96655462195686 40.667314772538695, -73.96656420380798 40.66730980357637, -73.96656885759614 40.66730722134908, -73.96657336951894 40.66730453642159, -73.96657768401191 40.667301710055604, -73.96658173132522 40.667298690901426, -73.9665855505535 40.667295343893166, -73.96658909077976 40.66729179598867, -73.96659242766523 40.66728810214149, -73.96659871130628 40.66728043247212, -73.96660470766898 40.667272555600356, -73.96661638946821 40.667256579338265, -73.96662790573212 40.667240524682065, -73.96663364924663 40.66723216235742, -73.9666367632531 40.66722717980619, -73.96663989048213 40.66722176951369, -73.96664284750972 40.66721616195881, -73.96664521645111 40.667211186395384, -73.96664729198524 40.667206437676874, -73.96665046191436 40.66719840779606, -73.96665236394256 40.667192974635135, -73.9666711795263 40.667141180618145))"
Prospect Park,5.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96953613621466 40.657698047233325, -73.96969485144002 40.657641152184574, -73.9697200717608 40.65763180515869, -73.96973253951707 40.65762694294793, -73.96973871548828 40.65762443573316, -73.96974484182243 40.657621869070866, -73.96975694794776 40.65761655020033, -73.96976890045352 40.65761100435791, -73.96978074542893 40.65760529098985, -73.96980505412296 40.65759315660635, -73.9698566699417 40.65756687325309))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Level,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96828870213866 40.66614408873642, -73.96824832834959 40.6660804426437, -73.96824803657333 40.66607975006645, -73.96824673174785 40.66607810806576, -73.96824446816598 40.666075742686196, -73.96824112161686 40.666072730437136, -73.9682369450401 40.66606936585715, -73.96823215832718 40.66606580659702, -73.96822700739135 40.6660622013098, -73.96822174051474 40.66605869054452, -73.96821661189266 40.66605541485181, -73.96821187453702 40.66605251568265, -73.96820333844862 40.666047502853054, -73.9680371956576 40.66595048385419))"
Prospect Park,5.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97275414314502 40.656714045703396, -73.97275184051634 40.656712130659024, -73.97274561556446 40.656707663521004, -73.97273891291957 40.65670315844774, -73.97273055637471 40.656697809197695, -73.97271672277795 40.656689448220064, -73.97270812720184 40.65668453926438, -73.97270102581543 40.65668067256075, -73.97268968616096 40.656674830016925, -73.97267829204141 40.65666916936343, -73.9726667938008 40.656663673478675, -73.97266098907478 40.65666100206657, -73.97264926128113 40.65665589875086, -73.97264332046566 40.65665349385851, -73.97263731811422 40.656651208719914, -73.97263124831157 40.65664905053789, -73.97262501056075 40.656646992272904, -73.97261868998754 40.65664505915975, -73.97261229250978 40.656643237692045, -73.97259931061645 40.65663986756758, -73.97258616898745 40.65663675675244, -73.97256630803965 40.65663235659426, -73.97249981657946 40.6566181665805, -73.97243425098462 40.656604022676525))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97107960477297 40.65902440428582, -73.97115939062581 40.65904697955852, -73.97117263403739 40.659050830785866, -73.97118580408745 40.65905479455794, -73.97119883333797 40.65905895460584, -73.97121162595909 40.65906342256969, -73.97121790040846 40.65906580780742, -73.97122408257353 40.65906831008885, -73.97123025875786 40.65907097175993, -73.97123635684505 40.65907375678187, -73.97124835422747 40.65907964015497, -73.97126015045745 40.65908582785115, -73.97127762117873 40.65909542721967, -73.9713065863746 40.65911175811369, -73.97135370427375 40.659138507997326, -73.97138156276179 40.65915468100634, -73.97139268246413 40.65916125934481, -73.97140054989815 40.659166049348066))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2025.0,Ravine Loop,B073,No,"MULTILINESTRING ((-73.96800228475193 40.66411422653303, -73.96800297769938 40.664114319478905, -73.9680072581494 40.66411534275525, -73.96801713253798 40.664118137100964, -73.96802666386735 40.66412116458419, -73.96803749331741 40.66412492995, -73.968048365172 40.66412904922939, -73.96805806633496 40.6641330394089, -73.96806573018783 40.66413645449272, -73.96807174223795 40.66413932250432, -73.96808946964269 40.66414812546568, -73.96810706925244 40.664157097685845, -73.96831192982854 40.664262302162555))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97153946250717 40.658901629081925, -73.97148435134024 40.65901813148029, -73.97147456587447 40.659038333945794, -73.97146691936676 40.65905338508534, -73.97145887205825 40.65906827943502, -73.97145327584377 40.65907812969828, -73.97144754602392 40.65908793850433, -73.97143586764633 40.65910749032348, -73.97140054989815 40.659166049348066))"
Prospect Park,5.0,Class V : Fully Developed,Concrete,Sloped,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96679979483821 40.664132565173325, -73.96680104998708 40.6641340757011, -73.96683865119671 40.66417952478877, -73.96687611163594 40.66422516383229, -73.96688367328892 40.66423424501276, -73.9668913981967 40.664243212774714, -73.96689537894986 40.66424761564308, -73.96689948391845 40.66425193029647, -73.96690376515454 40.6642561198287, -73.96690829008939 40.66426013563122, -73.96691291454627 40.66426377954912, -73.96691778862106 40.664267237131725, -73.96692286264087 40.66427051736993, -73.96692811176426 40.66427363466485, -73.96693351352172 40.66427658991053, -73.96693905726679 40.66427938940745, -73.96694458219903 40.6642819709738, -73.96695022900069 40.66428442560216, -73.96695598583831 40.66428676859781, -73.96696183851242 40.66428901706651, -73.96697373910082 40.664293286228514, -73.96699217372878 40.66429941232751, -73.96706851653735 40.6643234851917))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Ravine Loop,B073,No,"MULTILINESTRING ((-73.96896262521659 40.66419788284419, -73.96895521819916 40.66419389155915, -73.96895006218156 40.66419126786464, -73.96894394369188 40.664188324226885, -73.96893708732932 40.66418525701887, -73.96892971650931 40.664182265314786, -73.96892238454564 40.66417963742929, -73.9689150488837 40.664177333728105, -73.96890797912596 40.664175410116115, -73.96890145078838 40.664173920698836, -73.96889546744052 40.66417281865043, -73.96888946746321 40.66417187418755, -73.96888253086125 40.66417097359632, -73.9688755504308 40.66417022968261, -73.96886853919833 40.664169603727714, -73.96885445865914 40.664168626458384, -73.96884032946919 40.664168003076995, -73.96882702672187 40.664167768940764, -73.96879321801396 40.664167538247135, -73.96877270609565 40.66416763714067, -73.96875905890508 40.66416807018553, -73.96875226124995 40.66416845015806, -73.96874519389445 40.664168983144656, -73.96873815958111 40.664169665625494, -73.96873118077717 40.6641705012087, -73.96872430596585 40.664171495310576, -73.96871752922623 40.66417266503936, -73.96871097354119 40.66417402213526, -73.96870471458284 40.664175594534846, -73.9686988694152 40.66417740658392, -73.96869357875914 40.6641794718287, -73.9686889738651 40.66418182452447, -73.96868511841494 40.664184842905506, -73.9686818372534 40.664188810586765, -73.96867911832877 40.66419420844055, -73.96867807133502 40.66419759769807, -73.96867737905607 40.66420111402498, -73.96867699406985 40.66420501045332, -73.96867694612956 40.66420888536107, -73.96867719029505 40.66421274323855, -73.96867766634516 40.66421639135889, -73.96867827504445 40.664219613571255, -73.96867896551245 40.664222472897876, -73.96868017462623 40.66422641388554, -73.96868110309269 40.66422863571152))"
Prospect Park,5.0,Class III : Developed/Improved,Wood Chips,Level,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96694633327824 40.6603210324746, -73.96688309604924 40.66041149998622, -73.96684356791026 40.660469042410135, -73.96683689376776 40.66047860487197, -73.96683001037583 40.66048805110637, -73.9668264605461 40.66049263911478, -73.9668227688587 40.66049713703051, -73.96681893653923 40.660501458404305, -73.96681492340043 40.660505566303414, -73.96681070700281 40.66050940398875, -73.9668062696327 40.66051292282736, -73.96680159001704 40.66051609849903, -73.9667966255817 40.66051893819571, -73.96679120837345 40.66052151391009, -73.96678764948602 40.660522909583676, -73.96678371458326 40.66052425471964, -73.96677886672288 40.66052570945483, -73.9667737138179 40.660527074050044, -73.96676796256378 40.66052842946701, -73.9667620954807 40.66052966868359, -73.96675611374219 40.660530809710416, -73.96674335688341 40.66053291593306, -73.96673711274816 40.66053381104202, -73.9667251106155 40.66053535285708, -73.9667239457229 40.66053558035077))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96655954609271 40.66489055092016, -73.966582600744 40.66460496795835, -73.96658514959852 40.66457352988171))"
Prospect Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97154533117087 40.6580977392827, -73.97138065785687 40.658066647710484, -73.97135300791288 40.65806154930592, -73.97132520653948 40.65805663005973, -73.97124843647926 40.658043772228716, -73.97120110306797 40.65803604566056, -73.97117804633365 40.65803261882238, -73.97116209927825 40.65803041846506, -73.97114458426528 40.65802821861269, -73.97114016084294 40.65802774022904, -73.97113769428013 40.65802756761145))"
Rockaway Community Park,9.0,Class IV : Highly Developed,Sand,Level,2: Slightly uneven,2025.0,Purple Trail,Q371,No,"MULTILINESTRING ((-73.78475346578436 40.60012064396488, -73.78487462199365 40.600186387614905, -73.78498875246468 40.600283277956756, -73.78504872864737 40.600313827894155))"
Long Pond Park,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,R027,No,"MULTILINESTRING ((-74.2259830448117 40.51456719706687, -74.2261909999001 40.51448323969373, -74.22630755064787 40.514449450726175))"
